post_id,post_topic,content_type,engagement,post_age_hours,author_experience,author_network_size
P00518,Software,Job Opportunity,0.1136,3.5,8.4,305
P00519,Marketing,Job Opportunity,0.388,8.7,8.2,547
P00520,Software,Article,0.4317,7.6,6.2,201
P00521,Design,Article,0.3039,17.4,8.4,283
P00522,Machine Learning,Text,0.2996,7.6,4.7,460
P00523,Software,Article,0.3001,50.5,7.2,291
P00524,Machine Learning,Article,0.1816,40.5,2.1,162
P00525,Software,Job Opportunity,0.2769,126.7,5.7,587
P00526,Leadership,Article,0.2047,54.0,6.0,414
P00527,Design,Article,0.4471,7.8,13.0,140
P00528,Machine Learning,Text,0.2475,105.7,4.4,247
P00529,Software,Article,0.3191,55.9,1.7,171
P00530,Machine Learning,Image,0.1204,23.0,1.7,224
P00531,Career,Image,0.3169,4.0,13.0,230
P00532,Finance,Text,0.4176,14.1,11.4,273
P00533,Data Science,Article,0.2158,37.0,6.5,106
P00534,Leadership,Job Opportunity,0.5131,30.5,1.3,237
P00535,AI,Video,0.1915,12.3,6.6,714
P00536,Career,Text,0.5377,57.3,6.9,1312
P00537,AI,Text,0.8943,80.0,5.2,133
P00538,Marketing,Text,0.322,38.8,6.5,783
P00539,AI,Article,0.586,3.6,4.0,1976
P00540,Machine Learning,Text,0.307,12.4,1.3,282
P00541,Marketing,Video,0.3537,70.8,9.0,497
P00542,Marketing,Text,0.3874,79.1,6.3,744
P00543,Finance,Video,0.3554,43.6,11.5,233
P00544,Marketing,Image,0.5325,55.0,8.1,707
P00545,Career,Image,0.5115,5.8,2.8,283
P00546,Software,Video,0.5601,16.3,1.1,711
P00547,Design,Article,0.3278,36.0,6.8,1111
P00548,Machine Learning,Video,0.2317,14.2,5.3,904
P00549,Design,Image,0.4717,9.2,5.5,257
P00550,Design,Article,0.4676,25.1,6.4,533
P00551,Data Science,Job Opportunity,0.2092,8.2,0.9,227
P00552,AI,Job Opportunity,0.339,16.4,4.7,133
P00553,Data Science,Video,0.3732,6.8,2.8,277
P00554,Software,Article,0.2947,10.0,5.8,635
P00555,Marketing,Video,0.5221,13.9,2.9,266
P00556,Software,Text,0.6132,15.3,4.0,1059
P00557,AI,Text,0.6757,27.5,3.8,351
P00558,Design,Article,0.293,31.4,4.0,140
P00559,Career,Video,0.178,17.7,8.6,265
P00560,Finance,Video,0.0558,26.3,3.8,198
P00561,Career,Text,0.0976,28.3,9.1,948
P00562,Design,Text,0.1685,7.1,0.7,495
P00563,Design,Text,0.2528,15.5,3.0,314
P00564,Career,Text,0.5155,24.7,0.9,599
P00565,AI,Text,0.1857,4.3,7.8,178
P00566,Leadership,Article,0.4236,62.8,4.9,133
P00567,Design,Text,0.6741,2.6,4.3,121
P00568,Machine Learning,Article,0.4169,63.0,3.3,77
P00569,AI,Image,0.258,38.8,8.7,141
P00570,Data Science,Text,0.2159,7.1,6.0,519
P00571,Career,Image,0.172,22.2,3.4,592
P00572,Career,Text,0.4906,0.0,16.2,165
P00573,Marketing,Article,0.2532,13.0,3.9,66
P00574,Design,Text,0.5933,30.6,1.3,239
P00575,Machine Learning,Article,0.2976,31.0,9.8,493
P00576,Career,Text,0.4254,59.1,3.4,643
P00577,Career,Image,0.1893,19.3,2.5,401
P00578,Design,Article,0.5215,35.0,7.5,148
P00579,Software,Text,0.5607,81.2,6.4,591
P00580,Marketing,Article,0.1625,43.3,3.3,453
P00581,Software,Text,0.5121,1.6,3.1,597
P00582,Finance,Video,0.3174,47.7,8.4,162
P00583,Design,Article,0.503,8.7,5.4,498
P00584,Finance,Article,0.0706,6.3,8.4,662
P00585,Leadership,Image,0.2937,52.3,4.7,112
P00586,Finance,Text,0.2646,13.1,2.2,202
P00587,AI,Text,0.226,22.4,6.4,98
P00588,Machine Learning,Video,0.2176,22.7,7.0,172
P00589,Leadership,Article,0.1018,5.5,4.2,304
P00590,Software,Job Opportunity,0.7217,22.7,4.7,104
P00591,Software,Image,0.3601,26.0,2.5,804
P00592,AI,Text,0.5519,56.9,1.6,813
P00593,Career,Text,0.4311,40.7,7.7,298
P00594,AI,Text,0.4536,1.2,2.1,195
P00595,Finance,Image,0.5178,37.9,6.3,319
P00596,Software,Article,0.5377,34.3,8.8,1061
P00597,Design,Video,0.5177,34.1,7.1,544
P00598,Marketing,Text,0.5186,48.8,8.0,78
P00599,AI,Image,0.3018,13.4,10.5,54
P00600,Marketing,Job Opportunity,0.3481,18.7,1.2,160
P00601,Machine Learning,Text,0.3977,25.2,7.0,319
P00602,Marketing,Text,0.1962,41.0,5.6,85
P00603,Software,Text,0.1329,38.3,5.5,280
P00604,Leadership,Video,0.057,8.1,7.1,86
P00605,Finance,Article,0.2518,15.9,1.7,332
P00606,Data Science,Video,0.3922,58.7,11.5,393
P00607,Career,Video,0.3271,37.5,6.6,1291
P00608,Data Science,Job Opportunity,0.3922,10.3,1.1,297
P00609,Software,Video,0.3345,23.7,7.4,249
P00610,Finance,Video,0.2817,7.9,1.1,960
P00611,Career,Article,0.3692,22.8,8.8,557
P00612,AI,Article,0.2643,14.9,8.7,342
P00613,Software,Video,0.1497,22.1,2.1,259
P00614,Marketing,Video,0.5271,53.8,1.3,1288
P00615,Software,Image,0.2148,1.7,6.8,184
P00616,Leadership,Text,0.3048,22.2,1.2,101
P00617,AI,Article,0.6469,12.8,4.2,283
P00618,Software,Article,0.2932,24.4,12.5,256
P00619,Marketing,Text,0.4205,62.2,4.5,866
P00620,Career,Text,0.163,7.9,8.6,374
P00621,Data Science,Article,0.6051,52.7,10.8,687
P00622,Software,Article,0.3175,14.6,9.9,43
P00623,Design,Text,0.3523,0.7,5.7,253
P00624,Finance,Text,0.184,95.2,2.8,1076
P00625,Machine Learning,Job Opportunity,0.1619,63.6,10.8,139
P00626,Career,Job Opportunity,0.1251,49.2,0.0,264
P00627,AI,Article,0.2639,98.8,0.5,646
P00628,Leadership,Image,0.5898,37.4,1.6,221
P00629,Design,Text,0.666,7.7,5.6,618
P00630,Marketing,Job Opportunity,0.6708,72.9,12.2,204
P00631,Design,Video,0.3274,15.0,10.5,321
P00632,Marketing,Article,0.1369,18.7,4.3,565
P00633,Marketing,Article,0.2806,15.8,8.8,138
P00634,AI,Job Opportunity,0.1332,27.6,4.9,172
P00635,Machine Learning,Job Opportunity,0.3564,1.2,3.8,686
P00636,Leadership,Text,0.3375,12.4,7.0,176
P00637,Leadership,Video,0.1757,45.7,4.4,365
P00638,Marketing,Text,0.1901,17.2,6.7,720
P00639,Machine Learning,Image,0.3719,49.1,9.3,356
P00640,AI,Text,0.2925,15.3,7.7,411
P00641,AI,Article,0.4363,16.2,2.0,1141
P00642,Machine Learning,Text,0.5678,20.2,3.1,2081
P00643,Machine Learning,Video,0.2427,61.9,12.3,368
P00644,Design,Text,0.064,1.4,8.9,235
P00645,Career,Image,0.6132,5.4,5.7,643
P00646,Machine Learning,Job Opportunity,0.6714,55.3,3.9,177
P00647,Software,Article,0.494,137.0,8.7,944
P00648,Design,Job Opportunity,0.2059,14.8,3.5,213
P00649,Finance,Video,0.1729,66.4,6.8,235
P00650,Software,Video,0.3191,3.2,4.7,145
P00651,Software,Article,0.297,3.5,5.8,167
P00652,Data Science,Text,0.5807,14.7,4.2,849
P00653,Finance,Job Opportunity,0.4042,20.3,8.0,434
P00654,Finance,Video,0.2596,63.4,0.8,317
P00655,Finance,Video,0.5879,90.7,1.9,1703
P00656,Marketing,Article,0.1674,1.0,4.3,363
P00657,Software,Text,0.6037,6.5,5.4,326
P00658,Finance,Text,0.2693,27.7,11.2,136
P00659,Career,Video,0.6546,4.5,9.2,173
P00660,Data Science,Job Opportunity,0.1765,71.7,1.5,156
P00661,Design,Text,0.2642,4.5,5.9,191
P00662,Finance,Text,0.3909,15.4,5.3,227
P00663,Data Science,Text,0.9424,52.1,1.2,263
P00664,Leadership,Article,0.3338,12.3,6.8,578
P00665,Data Science,Article,0.7352,74.8,6.0,324
P00666,Data Science,Text,0.522,139.3,9.3,1381
P00667,Data Science,Image,0.1356,15.6,5.5,547
P00668,Finance,Text,0.7673,1.0,2.8,188
P00669,AI,Job Opportunity,0.2007,33.3,5.5,474
P00670,Data Science,Job Opportunity,0.0954,31.9,2.0,373
P00671,Leadership,Article,0.5677,36.6,4.3,1009
P00672,Software,Video,0.384,2.8,2.6,637
P00673,Finance,Article,0.2422,82.2,11.0,349
P00674,Software,Article,0.2385,2.9,4.8,1338
P00675,Design,Text,0.2346,6.4,2.5,516
P00676,Software,Article,0.4374,13.4,12.8,534
P00677,Leadership,Video,0.1337,15.1,5.1,1099
P00678,Leadership,Video,0.141,1.9,2.9,656
P00679,Data Science,Video,0.3295,111.0,4.0,393
P00680,Design,Video,0.4929,13.6,8.2,310
P00681,Design,Image,0.0409,36.0,6.9,66
P00682,AI,Image,0.3295,9.7,5.8,75
P00683,Marketing,Job Opportunity,0.3852,20.7,1.8,301
P00684,Machine Learning,Video,0.2285,4.7,12.3,212
P00685,Design,Text,0.2839,9.1,9.0,335
P00686,Design,Text,0.3689,29.5,16.6,745
P00687,Data Science,Text,0.3865,4.0,4.8,178
P00688,Data Science,Article,0.4028,8.8,5.1,94
P00689,Career,Image,0.253,9.6,0.7,117
P00690,Data Science,Job Opportunity,0.2643,30.6,4.3,150
P00691,Leadership,Job Opportunity,0.3508,77.9,1.3,133
P00692,Marketing,Article,0.5064,17.5,4.0,342
P00693,Software,Article,0.2057,19.0,10.2,1131
P00694,Data Science,Article,0.2767,1.9,6.8,540
P00695,Design,Image,0.4241,60.0,10.7,573
P00696,Finance,Video,0.0972,16.7,8.6,394
P00697,Data Science,Image,0.3777,18.6,4.3,123
P00698,Design,Job Opportunity,0.2771,16.6,2.1,1983
P00699,Marketing,Article,0.739,32.1,8.9,256
P00700,Marketing,Text,0.2296,65.1,4.8,614
P00701,Data Science,Image,0.0664,22.7,9.8,55
P00702,Leadership,Text,0.1437,30.1,6.1,308
P00703,AI,Text,0.0815,86.6,6.9,288
P00704,Machine Learning,Text,0.2292,5.2,8.5,267
P00705,Career,Video,0.3289,4.4,11.5,108
P00706,Software,Job Opportunity,0.412,5.3,4.7,387
P00707,Design,Article,0.1488,71.8,4.8,876
P00708,Design,Text,0.6413,19.7,8.2,1772
P00709,Data Science,Job Opportunity,0.3029,0.1,2.9,1235
P00710,Design,Text,0.026,9.2,7.8,908
P00711,Leadership,Image,0.2573,32.0,8.6,1296
P00712,Career,Job Opportunity,0.1052,37.2,17.9,1423
P00713,Finance,Article,0.3202,31.2,7.6,158
P00714,Machine Learning,Article,0.5412,83.7,10.9,404
P00715,Finance,Article,0.2368,11.2,4.2,119
P00716,Career,Article,0.1922,123.0,3.9,508
P00717,AI,Text,0.6429,25.2,5.1,271
P00718,AI,Article,0.3908,9.2,3.4,292
P00719,Career,Text,0.2387,23.8,7.8,265
P00720,Marketing,Image,0.4493,18.0,2.8,45
P00721,Finance,Text,0.3034,9.1,2.6,72
P00722,Leadership,Text,0.3331,123.3,2.5,655
P00723,Leadership,Article,0.6307,3.2,6.9,193
P00724,Data Science,Video,0.3472,14.0,2.7,749
P00725,Marketing,Text,0.6302,47.1,2.6,290
P00726,Finance,Article,0.3079,13.7,2.7,93
P00727,Machine Learning,Job Opportunity,0.6925,2.5,0.7,108
P00728,Leadership,Image,0.0939,52.4,3.8,193
P00729,Data Science,Video,0.3048,18.3,7.9,157
P00730,Design,Video,0.1127,50.8,7.4,308
P00731,Data Science,Text,0.1241,13.9,7.5,404
P00732,Machine Learning,Text,0.1468,28.8,8.6,434
P00733,Career,Text,0.5956,20.1,8.0,396
P00734,Machine Learning,Image,0.3833,15.8,4.2,670
P00735,Design,Job Opportunity,0.3623,33.4,8.2,737
P00736,Marketing,Video,0.2632,58.7,2.4,157
P00737,Finance,Text,0.5719,46.5,5.7,74
P00738,Software,Video,0.0428,7.6,2.5,192
P00739,Machine Learning,Video,0.2691,16.4,3.5,353
P00740,Machine Learning,Article,0.1612,21.8,11.4,217
P00741,Career,Text,0.3446,8.9,4.3,548
P00742,Machine Learning,Article,0.304,2.5,3.5,114
P00743,AI,Text,0.5446,29.1,9.3,1169
P00744,Machine Learning,Image,0.2017,100.4,3.2,619
P00745,Marketing,Text,0.4032,26.7,7.2,243
P00746,Finance,Video,0.5366,38.6,6.1,179
P00747,Data Science,Text,0.4497,8.6,5.0,292
P00748,Design,Article,0.1036,89.8,3.0,827
P00749,Data Science,Image,0.2821,72.9,13.4,240
P00750,Career,Video,0.4889,0.9,3.4,207
P00751,Machine Learning,Image,0.4381,0.8,11.8,329
P00752,Finance,Video,0.6272,14.6,7.5,121
P00753,Machine Learning,Image,0.1988,12.2,9.2,781
P00754,AI,Article,0.213,18.5,6.1,543
P00755,Leadership,Video,0.1992,6.0,13.7,682
P00756,Leadership,Text,0.1847,5.5,15.8,1001
P00757,Marketing,Image,0.4463,13.5,4.6,175
P00758,Finance,Video,0.41,34.5,3.5,334
P00759,Software,Article,0.1793,79.6,5.7,306
P00760,Career,Text,0.3214,54.0,4.5,1173
P00761,Machine Learning,Image,0.085,7.9,10.7,237
P00762,Finance,Text,0.0697,44.6,7.8,79
P00763,Design,Video,0.4503,2.5,2.2,229
P00764,Leadership,Image,0.8859,3.7,2.2,671
P00765,Career,Article,0.2149,35.6,6.3,506
P00766,Machine Learning,Video,0.224,41.8,10.6,306
P00767,AI,Job Opportunity,0.6094,27.8,3.1,244
P00768,Career,Article,0.2996,77.7,7.4,434
P00769,Marketing,Text,0.1484,85.8,8.6,520
P00770,Career,Video,0.4373,6.5,7.6,393
P00771,Career,Video,0.2848,15.0,1.8,250
P00772,Data Science,Image,0.31,36.5,4.1,322
P00773,AI,Video,0.5027,31.2,4.1,213
P00774,Design,Video,0.3783,19.0,8.6,755
P00775,Software,Text,0.3197,35.5,3.8,297
P00776,Machine Learning,Article,0.1751,9.9,2.3,156
P00777,Marketing,Video,0.1372,24.9,8.3,2013
P00778,AI,Article,0.2085,30.1,2.8,184
P00779,AI,Job Opportunity,0.4018,19.1,1.4,162
P00780,Leadership,Article,0.3607,111.7,4.0,126
P00781,AI,Article,0.5507,212.8,1.5,191
P00782,Marketing,Image,0.6438,2.0,1.2,600
P00783,Finance,Article,0.2904,2.2,0.6,93
P00784,AI,Text,0.1227,5.1,7.1,376
P00785,Design,Job Opportunity,0.1396,22.8,5.4,207
P00786,Machine Learning,Image,0.2386,4.4,17.6,173
P00787,Marketing,Article,0.4318,2.3,3.5,82
P00788,Machine Learning,Text,0.2745,1.9,12.7,319
P00789,Marketing,Video,0.1015,29.8,7.3,84
P00790,Machine Learning,Text,0.5346,37.1,3.7,264
P00791,Career,Article,0.3035,33.8,2.4,434
P00792,Finance,Article,0.7739,86.2,6.3,54
P00793,AI,Image,0.2035,44.2,2.7,575
P00794,AI,Text,0.4799,36.9,6.2,68
P00795,Finance,Image,0.4524,95.9,2.6,1412
P00796,Finance,Article,0.2594,56.8,2.1,283
P00797,Software,Video,0.1212,0.0,1.1,166
P00798,Marketing,Text,0.0957,17.9,5.9,389
P00799,Career,Text,0.4291,74.2,5.0,161
P00800,Leadership,Video,0.1993,8.1,2.0,47
P00801,Leadership,Article,0.2845,6.8,4.7,821
P00802,Design,Job Opportunity,0.804,39.2,1.6,250
P00803,Machine Learning,Image,0.1051,58.6,5.3,351
P00804,AI,Text,0.2145,18.0,4.8,289
P00805,Machine Learning,Video,0.4249,42.6,8.0,170
P00806,AI,Job Opportunity,0.4048,12.3,1.5,135
P00807,Software,Text,0.2904,26.8,0.6,592
P00808,Machine Learning,Text,0.0885,19.0,12.0,498
P00809,Design,Image,0.3222,19.1,6.6,319
P00810,Data Science,Article,0.5852,35.7,3.1,748
P00811,Machine Learning,Video,0.3536,24.9,11.4,311
P00812,Finance,Article,0.126,69.3,17.4,808
P00813,Data Science,Video,0.2302,79.8,6.9,1076
P00814,AI,Text,0.605,37.2,4.7,785
P00815,Design,Article,0.7063,82.7,1.9,459
P00816,Leadership,Job Opportunity,0.4289,4.3,3.9,147
P00817,Career,Text,0.3304,93.2,1.9,471
P00818,Design,Text,0.5085,15.8,6.8,226
P00819,Career,Video,0.2374,0.2,20.7,588
P00820,Software,Text,0.4673,18.4,7.3,1203
P00821,Leadership,Article,0.2174,31.2,11.4,307
P00822,AI,Video,0.1941,28.7,4.6,135
P00823,Data Science,Job Opportunity,0.0914,4.8,6.7,579
P00824,Leadership,Article,0.5273,34.1,4.2,328
P00825,Leadership,Job Opportunity,0.3091,24.2,1.4,1129
P00826,Leadership,Video,0.3914,17.8,0.8,345
P00827,Leadership,Article,0.5703,7.9,19.5,312
P00828,AI,Video,0.17,17.4,3.4,357
P00829,Marketing,Text,0.1466,35.8,4.7,423
P00830,Marketing,Image,0.6835,5.9,0.9,68
P00831,Machine Learning,Video,0.3196,32.1,4.2,173
P00832,Software,Article,0.38,39.6,8.3,801
P00833,Finance,Article,0.3974,14.1,7.8,196
P00834,Marketing,Text,0.0849,38.8,5.4,323
P00835,Career,Text,0.4894,21.7,8.7,275
P00836,Leadership,Job Opportunity,0.5119,8.0,3.4,191
P00837,Design,Image,0.2329,26.0,11.7,290
P00838,Software,Image,0.3239,12.9,24.6,146
P00839,Data Science,Text,0.435,44.4,10.5,101
P00840,Software,Article,0.3562,62.7,4.7,389
P00841,Design,Image,0.4977,1.0,2.9,1199
P00842,Marketing,Article,0.349,23.6,1.9,600
P00843,Finance,Article,0.2537,1.1,5.2,611
P00844,Marketing,Text,0.2836,13.0,1.9,768
P00845,Software,Job Opportunity,0.386,1.3,6.2,389
P00846,Career,Image,0.3512,7.3,4.8,337
P00847,Marketing,Article,0.293,105.7,2.8,166
P00848,Finance,Job Opportunity,0.5404,17.4,5.6,621
P00849,Leadership,Image,0.0675,16.2,6.0,412
P00850,Career,Video,0.2846,19.2,7.3,190
P00851,Data Science,Article,0.2796,5.1,5.0,257
P00852,Leadership,Text,0.3743,45.9,6.9,134
P00853,Career,Text,0.2175,10.0,11.0,503
P00854,Marketing,Video,0.2161,101.7,2.1,1137
P00855,Machine Learning,Video,0.2585,14.2,2.0,134
P00856,Machine Learning,Text,0.2694,8.2,8.5,762
P00857,AI,Text,0.3827,20.1,3.4,869
P00858,Software,Text,0.2523,11.2,11.3,130
P00859,Machine Learning,Image,0.3434,6.9,9.6,63
P00860,Marketing,Article,0.2781,65.8,11.5,347
P00861,Design,Video,0.7168,16.4,1.4,287
P00862,AI,Job Opportunity,0.2439,55.9,4.9,277
P00863,Software,Image,0.2887,3.0,7.0,813
P00864,AI,Text,0.2093,5.6,2.3,249
P00865,AI,Image,0.0784,30.4,4.7,2288
P00866,AI,Job Opportunity,0.0727,3.4,6.4,97
P00867,Marketing,Image,0.3232,0.3,3.0,165
P00868,Design,Article,0.2353,6.9,2.3,164
P00869,Leadership,Article,0.5854,55.8,4.0,284
P00870,Leadership,Article,0.1751,62.5,11.8,1029
P00871,Machine Learning,Article,0.4008,39.1,7.3,135
P00872,Career,Video,0.2814,0.9,5.9,160
P00873,Marketing,Text,0.1939,15.3,9.2,199
P00874,Design,Video,0.2318,69.6,5.0,307
P00875,Data Science,Video,0.5349,47.8,3.6,376
P00876,Leadership,Text,0.2233,61.8,2.4,242
P00877,Finance,Article,0.7657,5.4,4.4,118
P00878,Finance,Text,0.5338,90.6,8.1,306
P00879,AI,Article,0.4109,2.4,0.5,1040
P00880,Finance,Job Opportunity,0.7069,20.8,3.6,687
P00881,Machine Learning,Text,0.6399,24.4,4.6,229
P00882,Leadership,Article,0.1759,2.1,3.6,350
P00883,Leadership,Article,0.4389,60.4,9.4,492
P00884,Career,Video,0.1186,42.7,7.0,670
P00885,Finance,Video,0.1425,24.2,3.7,1127
P00886,Career,Job Opportunity,0.1769,79.3,8.9,409
P00887,Design,Text,0.144,29.3,1.6,129
P00888,Finance,Article,0.1145,19.9,7.1,97
P00889,Design,Image,0.2187,50.4,2.7,535
P00890,Leadership,Text,0.3632,9.6,7.5,104
P00891,Software,Text,0.4816,25.3,6.1,634
P00892,Finance,Job Opportunity,0.1794,24.2,6.2,205
P00893,AI,Video,0.2108,19.6,6.4,125
P00894,Data Science,Text,0.4944,1.3,4.6,498
P00895,Data Science,Job Opportunity,0.3736,19.4,6.1,146
P00896,Software,Text,0.2564,3.0,2.0,482
P00897,Data Science,Article,0.1123,61.8,4.7,382
P00898,AI,Article,0.184,11.1,1.9,72
P00899,Finance,Article,0.2499,2.5,13.8,1025
P00900,Machine Learning,Text,0.1176,7.0,2.7,930
P00901,Software,Image,0.3678,27.0,12.4,707
P00902,Leadership,Job Opportunity,0.0558,55.8,9.8,719
P00903,Career,Video,0.0604,19.6,4.0,184
P00904,Machine Learning,Job Opportunity,0.7539,2.6,3.1,835
P00905,Marketing,Text,0.3421,0.5,4.3,606
P00906,Design,Text,0.2994,19.4,16.5,62
P00907,Marketing,Article,0.6772,35.1,3.8,153
P00908,AI,Text,0.3682,9.1,11.0,180
P00909,Leadership,Text,0.2403,4.8,12.3,1077
P00910,AI,Article,0.6489,20.8,3.3,153
P00911,Marketing,Job Opportunity,0.6597,2.5,4.6,207
P00912,Finance,Article,0.483,60.0,1.3,118
P00913,Finance,Image,0.4708,87.3,5.9,225
P00914,Software,Article,0.3937,31.0,5.9,756
P00915,Career,Text,0.3192,0.3,4.9,106
P00916,AI,Video,0.398,28.0,4.4,482
P00917,Design,Article,0.4928,21.7,8.4,164
P00918,AI,Article,0.3703,11.9,9.9,1490
P00919,Software,Video,0.3668,63.5,9.0,362
P00920,Finance,Video,0.0264,14.8,5.0,309
P00921,Finance,Text,0.2619,9.8,7.8,208
P00922,Software,Text,0.5749,1.7,5.2,392
P00923,Software,Article,0.09,46.9,4.2,102
P00924,Marketing,Text,0.3724,61.0,5.5,357
P00925,AI,Job Opportunity,0.1805,6.2,3.8,207
P00926,Machine Learning,Article,0.2899,22.6,2.5,200
P00927,Data Science,Text,0.2732,35.1,11.4,1716
P00928,AI,Video,0.3292,6.2,8.5,1016
P00929,AI,Image,0.3675,25.0,2.7,1062
P00930,AI,Article,0.2378,8.7,2.9,652
P00931,Career,Video,0.3289,0.7,6.1,458
P00932,Machine Learning,Video,0.4451,7.1,5.2,1069
P00933,Machine Learning,Article,0.0999,85.0,3.5,429
P00934,Career,Article,0.5765,132.6,4.0,542
P00935,Data Science,Image,0.3472,35.8,3.2,1002
P00936,Finance,Text,0.5303,56.8,6.4,635
P00937,Marketing,Article,0.4256,14.8,9.5,471
P00938,Marketing,Video,0.4627,26.1,5.4,624
P00939,Data Science,Text,0.0685,19.6,4.5,361
P00940,Career,Article,0.4898,10.7,2.4,496
P00941,Software,Text,0.2246,23.5,1.6,536
P00942,Machine Learning,Text,0.4401,16.8,2.0,123
P00943,Finance,Video,0.1315,42.7,6.4,183
P00944,Career,Text,0.2217,40.9,6.5,591
P00945,Design,Article,0.5137,16.1,1.2,367
P00946,Leadership,Video,0.2151,20.4,1.9,326
P00947,AI,Video,0.5264,29.4,3.7,418
P00948,Leadership,Text,0.4335,7.3,3.9,68
P00949,Machine Learning,Article,0.1621,26.6,18.7,288
P00950,Career,Article,0.2976,23.6,0.9,290
P00951,Machine Learning,Job Opportunity,0.563,43.4,4.3,381
P00952,Machine Learning,Article,0.0939,32.4,1.7,655
P00953,Finance,Text,0.522,21.3,6.2,247
P00954,Finance,Video,0.415,9.5,3.4,968
P00955,Data Science,Image,0.7812,11.3,3.8,152
P00956,Finance,Job Opportunity,0.2786,7.0,0.4,575
P00957,Leadership,Text,0.2074,5.3,8.1,218
P00958,Marketing,Job Opportunity,0.65,12.1,17.0,841
P00959,Leadership,Article,0.3144,27.0,4.8,394
P00960,Software,Image,0.4612,0.5,5.4,126
P00961,Marketing,Text,0.1509,23.0,8.7,359
P00962,Machine Learning,Job Opportunity,0.7918,95.1,5.1,455
P00963,Software,Job Opportunity,0.2058,94.2,5.0,396
P00964,Design,Image,0.497,26.1,8.0,430
P00965,AI,Video,0.3366,20.3,1.0,276
P00966,Finance,Article,0.3029,39.2,6.1,211
P00967,Finance,Text,0.4719,3.1,3.3,89
P00968,Software,Article,0.0914,25.2,11.2,527
P00969,AI,Video,0.6549,8.8,6.1,496
P00970,Machine Learning,Article,0.1284,20.9,3.3,1522
P00971,Leadership,Text,0.6932,13.8,7.2,320
P00972,Marketing,Article,0.1486,9.6,8.7,412
P00973,Marketing,Image,0.4633,105.9,5.2,373
P00974,Machine Learning,Text,0.5561,2.7,12.3,661
P00975,Finance,Text,0.4017,81.5,10.7,219
P00976,Machine Learning,Article,0.4568,39.8,5.9,373
P00977,Software,Text,0.2665,8.9,3.6,338
P00978,Design,Text,0.3075,28.9,1.1,599
P00979,Finance,Article,0.4905,45.5,4.2,1954
P00980,AI,Video,0.209,17.6,3.4,430
P00981,Marketing,Text,0.3237,62.5,5.9,104
P00982,Machine Learning,Job Opportunity,0.1915,4.4,4.8,129
P00983,AI,Article,0.115,11.9,5.2,768
P00984,Leadership,Text,0.1568,9.3,5.9,87
P00985,Marketing,Job Opportunity,0.12,54.0,10.0,425
P00986,Machine Learning,Job Opportunity,0.4452,5.1,3.7,184
P00987,Leadership,Text,0.4325,35.2,3.9,2859
P00988,Machine Learning,Article,0.213,42.1,7.9,125
P00989,Finance,Text,0.3688,19.5,12.7,195
P00990,Marketing,Video,0.4631,79.8,6.7,617
P00991,Machine Learning,Text,0.3983,9.7,18.6,274
P00992,Leadership,Article,0.1398,15.4,5.0,186
P00993,Finance,Text,0.6668,38.1,7.0,153
P00994,Data Science,Article,0.0172,24.7,3.8,195
P00995,Leadership,Job Opportunity,0.3887,28.1,21.5,160
P00996,Career,Article,0.5296,11.4,8.9,327
P00997,Finance,Job Opportunity,0.2196,3.3,6.4,1541
P00998,Career,Text,0.3521,0.8,22.3,1720
P00999,AI,Job Opportunity,0.1592,1.8,3.5,1696
P01000,Marketing,Image,0.2085,14.9,0.8,298
P01001,Software,Article,0.6253,9.1,2.7,586
P01002,Marketing,Article,0.4813,3.5,3.3,366
P01003,Marketing,Article,0.3172,20.2,6.7,171
P01004,Career,Video,0.1523,16.0,8.6,78
P01005,Marketing,Article,0.2875,2.1,1.7,81
P01006,AI,Video,0.3608,68.5,7.3,374
P01007,Design,Job Opportunity,0.2372,40.1,0.9,111
P01008,Finance,Text,0.3236,25.1,2.3,175
P01009,Machine Learning,Video,0.0169,16.1,9.5,444
P01010,Machine Learning,Job Opportunity,0.3075,27.4,12.7,51
P01011,AI,Image,0.3081,5.5,9.6,1069
P01012,Machine Learning,Article,0.5464,9.8,4.2,345
P01013,Software,Text,0.2291,84.1,3.0,244
P01014,Design,Text,0.459,0.9,10.4,198
P01015,Career,Text,0.4936,61.8,2.7,482
P01016,AI,Text,0.4504,37.9,7.3,153
P01017,Data Science,Job Opportunity,0.3916,11.0,3.6,950
P01018,Software,Text,0.358,60.5,6.9,661
P01019,Finance,Text,0.4635,43.4,1.6,185
P01020,Machine Learning,Article,0.2823,51.1,13.3,282
P01021,Software,Job Opportunity,0.3752,28.7,1.8,872
P01022,Marketing,Article,0.2562,14.9,2.5,457
P01023,Finance,Article,0.5688,32.1,5.9,276
